q_id,source_lang,target_lang,q_src,q_tgt,a_src,a_tgt,correct_target,language_version_count,qa_topic,question_type,cooc_num_pairs_w10,cooc_total_pairs_w10,cooc_coverage_ratio_w10,cooc_unseen_keywords_count_w10,cooc_unseen_keywords_ratio_w10,cooc_avg_pmi_w10,cooc_max_pmi_w10,cooc_min_pmi_w10,cooc_std_pmi_w10,cooc_num_pairs_w50,cooc_total_pairs_w50,cooc_coverage_ratio_w50,cooc_unseen_keywords_count_w50,cooc_unseen_keywords_ratio_w50,cooc_avg_pmi_w50,cooc_max_pmi_w50,cooc_min_pmi_w50,cooc_std_pmi_w50,cooc_num_pairs,cooc_total_pairs,cooc_coverage_ratio,cooc_unseen_keywords_count,cooc_unseen_keywords_ratio,cooc_avg_pmi,cooc_max_pmi,cooc_min_pmi,cooc_std_pmi,target_mdd,target_max_tree_depth,target_crossing_rate,target_sentence_count,source_mdd,source_max_tree_depth,source_crossing_rate,source_sentence_count,source_family,source_genus,target_family,target_genus,source_script,source_syllables,source_wiki_size,target_script,target_syllables,target_wiki_size
33,en,de,In which country was AFN Bremerhaven located?,In welchem Land befand sich AFN Bremerhaven?,AFN Bremerhaven was located in **Germany**.,AFN Bremerhaven befand sich in Deutschland. Es war eine US-Militärradiostation der American Forces Network (AFN). Bremerhaven liegt in Deutschland.,True,1,geography,location,5,10.0,0.5,0,0.0,0.5131811961319533,1.110375905766343,0.0,0.4458913663437872,5,10.0,0.5,0,0.0,0.3949722819440704,0.7116738544682176,0.0,0.3256977542493795,5,10.0,0.5,0,0.0,0.5131811961319533,1.110375905766343,0.0,0.4458913663437872,1.7142857142857142,3.0,0.0,1,1.8571428571428572,3.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
30,en,de,What was the position of August Joseph Donatelli's plane during World War II when it was shot down?,"Welche Position hatte August Joseph Donatelli im Flugzeug während des Zweiten Weltkriegs, als es abgeschossen wurde?","August Joseph Donatelli was flying a B-24 Liberator bomber named ""The Deacon"" as part of the 376th Bomb Group, 513th Bomb Squadron. On **August 1, 1943, during Operation Tidal Wave, a raid on the oil refineries at Ploesti, Romania**, his plane was shot down.

Specifically, ""The Deacon"" **was shot down *after* bombing its target, the Astra Romana Refinery in Ploesti.** While exact accounts vary slightly, it's generally accepted that it was hit by heavy flak while heading away from the target. The plane",August Joseph Donatelli war Sergeant im Heckschütztenstand eines B-24-Bombers während des Zweiten Weltkriegs.,False,1,history,event,81,120.0,0.675,0,0.0,0.365868540960555,5.29622890823228,0.0,0.9566116345525484,84,120.0,0.7,0,0.0,0.3383490517008573,4.400813014364673,0.0,0.8452126369407656,81,120.0,0.675,0,0.0,0.365868540960555,5.29622890823228,0.0,0.9566116345525484,3.7777777777777777,3.0,0.0,1,4.0,5.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
55,en,de,What was the television network that aired The Greatest Canadian Invention?,Welcher Fernsehsender strahlte Die größte kanadische Erfindung aus?,The television network that aired The Greatest Canadian Invention was **CBC (Canadian Broadcasting Corporation)**.,Die größte kanadische Erfindung wurde auf CBC ausgestrahlt.,False,1,culture,organization,14,36.0,0.3888888888888889,0,0.0,0.890593436916059,5.44399430984257,0.0,1.867950137840974,21,36.0,0.5833333333333334,0,0.0,1.0662886407547891,5.683717976270296,0.0,1.6965404296123587,14,36.0,0.3888888888888889,0,0.0,0.890593436916059,5.44399430984257,0.0,1.867950137840974,1.5714285714285714,2.5,0.0,2,2.909090909090909,5.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
39,en,de,Since which decade did bowl games start counting toward single-season and career statistics?,Ab welchem Jahrzehnt wurden Bowl-Spiele in die Statistiken für einzelne Saisons und Karrieren einbezogen?,Bowl game statistics started counting toward single-season and career statistics in **2002**.,Bowl-Spiele wurden ab der Saison 2002 in die Statistiken für einzelne Saisons und Karrieren einbezogen.,True,1,sports,date_time,35,66.0,0.5303030303030303,0,0.0,0.2884307441283008,1.8393725378086208,0.0,0.4669385260735007,45,66.0,0.6818181818181818,0,0.0,0.2870670070784786,3.0104717989505287,0.0,0.601824634797768,35,66.0,0.5303030303030303,0,0.0,0.2884307441283008,1.8393725378086208,0.0,0.4669385260735007,3.8125,5.0,0.0,1,2.8666666666666667,6.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
63,en,de,What is the original name of Entebbe General Hospital?,Wie lautete der ursprüngliche Name des Allgemeinen Krankenhauses Entebbe?,The original name of Entebbe General Hospital was **Entebbe Grade B Hospital**.,Das Allgemeine Krankenhaus Entebbe hieß ursprünglich **Koloniales Krankenhaus Entebbe**.,False,2,health,definition,36,55.0,0.6545454545454545,0,0.0,0.5257684378594154,3.421152350337242,0.0,0.9725927110762872,41,55.0,0.7454545454545455,0,0.0,0.3661268215152435,4.331835424905423,0.0,0.8446563789773027,36,55.0,0.6545454545454545,0,0.0,0.5257684378594154,3.421152350337242,0.0,0.9725927110762872,2.4444444444444446,4.0,0.0,1,3.0,4.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
56,en,de,What was the name of the University of Detroit's halfback in the 1929 football season?,Wie hieß der Halfback der University of Detroit in der Football-Saison 1929?,The University of Detroit's star halfback in the 1929 season was **Lloyd Brazil**.,Der Halfback der University of Detroit in der Football-Saison 1929 war Andy Uram.,False,1,sports,person,25,55.0,0.4545454545454545,0,0.0,0.7181732989164018,3.189026267293279,0.0,1.0201410958605563,30,55.0,0.5454545454545454,0,0.0,0.4971682877795594,3.0431000496432685,0.0,0.7894419430668025,25,55.0,0.4545454545454545,0,0.0,0.7181732989164018,3.189026267293279,0.0,1.0201410958605563,3.2142857142857144,4.0,0.0,1,3.75,6.0,0.0625,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
42,en,de,What is the original name of the Flood Modeller software?,Wie hieß die Flood Modeller-Software ursprünglich?,The original name of the Flood Modeller software was **ISIS**.,Die Flood Modeller-Software hieß ursprünglich **ISIS**.,True,1,technology,work_creation,9,21.0,0.4285714285714285,0,0.0,1.437975530381196,9.51441868834702,0.0,2.9987006189798784,11,21.0,0.5238095238095238,0,0.0,1.1348884566701611,8.09163655333379,0.0,2.3289658837848357,9,21.0,0.4285714285714285,0,0.0,1.437975530381196,9.51441868834702,0.0,2.9987006189798784,2.75,4.0,0.0,1,3.2,5.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
46,en,de,What religious practice did the Magars follow?,Welche religiöse Praxis befolgten die Magars?,"The Magar people have a diverse range of religious practices, primarily influenced by Hinduism and Buddhism, alongside their indigenous traditions.

*   **Hinduism:** Many Magars, especially those in the southern regions, follow Hinduism and observe Hindu festivals and rituals.

*   **Buddhism:** Buddhism is also prevalent, particularly in the northern Magar communities, with influences from Tibetan Buddhism.

*   **Indigenous Beliefs:** Importantly, the Magars have their own unique pre-Hindu and pre-Buddhist animistic beliefs and shamanistic practices, often centered around ancestor worship, nature spirits, and the role of shamans (Dhami","Die Magars praktizierten hauptsächlich den Schamanismus, bevor sie später den Buddhismus und den Hinduismus annahmen.",False,1,culture,other,4,21.0,0.1904761904761904,1,0.1428571428571428,0.8752058842526281,2.1241618819913963,0.0,0.8027396603864903,5,21.0,0.238095238095238,1,0.1428571428571428,0.2842162129820952,0.9212718377438124,0.0,0.351288350917231,4,21.0,0.1904761904761904,1,0.1428571428571428,0.8752058842526281,2.1241618819913963,0.0,0.8027396603864903,1.6666666666666667,3.0,0.0,1,1.8571428571428572,3.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
57,en,de,What does the lowest part of the Espiritu Santo Formation consist of?,Was ist der unterste Teil der Espiritu-Santo-Formation?,The lowest part of the Espiritu Santo Formation consists of **a basal red conglomerate and sandstone**.,Der unterste Teil der Espiritu-Santo-Formation ist der **Andrecito-Mitglied**.,False,1,science,definition,18,45.0,0.4,1,0.1,1.5099390574867897,10.17395526864445,0.0,2.8130945851499365,21,45.0,0.4666666666666667,1,0.1,1.027248608338036,9.11274432176677,0.0,2.3129211051103633,18,45.0,0.4,1,0.1,1.5099390574867897,10.17395526864445,0.0,2.8130945851499365,2.5454545454545454,4.0,0.0,1,4.666666666666667,4.0,0.0833333333333333,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
66,en,de,In which year was the Toronto edition of Ming Pao Daily News launched?,In welchem Jahr wurde die Toronto-Ausgabe der Ming Pao Daily News ins Leben gerufen?,The Toronto edition of Ming Pao Daily News was launched in **1993**.,Die Toronto-Ausgabe der Ming Pao Daily News wurde 1993 ins Leben gerufen.,True,1,history,date_time,38,66.0,0.5757575757575758,0,0.0,0.659759491897915,4.3055292267028795,0.0,1.0848936470413384,44,66.0,0.6666666666666666,0,0.0,0.4644697521724888,3.3702948949632603,0.0,0.80777642192888,38,66.0,0.5757575757575758,0,0.0,0.659759491897915,4.3055292267028795,0.0,1.0848936470413384,3.588235294117647,4.0,0.0,1,3.6153846153846154,4.0,0.0,1,Indo-European,Germanic,Indo-European,Germanic,LATIN,6949,7087876,LATIN,5100,3067614
