q_id,original_content,original_question,qa_topic,qa_topic_score,qa_topic_ranked_candidates
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
33,"AFN Bremerhaven was originally an ""Armed Forces Radio and Television Service"" (AFRTS) station. (AFRTS, worldwide, is now also known as ""American Forces Network"" or ""AFN"").  The Bremerhaven affiliate station was located in northern Germany. At the time, it was part of the ""American Forces Network - Europe.""  AFN Bremerhaven began broadcasting in 1945, originally as AFN Bremen.The station began operating just after World War II ended in Europe.  It was originally established in the north German city of Bremen in allied-occupied Germany as a small AM radio station with an AM repeater transmitter also broadcasting the station's signal in Bremerhaven, Germany, a port city on the Weser River near the entrance to the North Sea located just north of Bremen.== Military mission ==The radio station's mission was to provide information and entertainment to members of the American forces who were based in that part of northern Germany.  After World War II, the small north German US occupied area was originally known as the ""Bremen Enclave"", and it was an ""American island"" located in the portion of the newly formed West Germany that was originally occupied and controlled by British forces, (The British Occupation Zone of West Germany).== History ==Just after World War II, the port city of Bremerhaven was one of the major ports from where American forces embarked for return to the United States after fighting in the Second World War; later, the port brought US military personnel, their families, military equipment, as well as food and goods for the rebuilding of Europe to Germany via ships from the US.  Many of these shipments were, in part, in support of the Marshall Plan designed to assist and re-build war-torn Europe. Later, in the 1960s, and thereafter, most personnel movement was done via air travel.",In which country was AFN Bremerhaven located?,geography,0.26641032099723816,geography:0.2664;history:0.1339;culture:0.1049;environment:0.0734;technology:0.0681;arts:0.0601;science:0.0481;health:0.0479;law:0.0474;sports:0.0461;politics:0.0428;education:0.0357;economics:0.0253
